freq,Reach,Date,dominant_veg,ltbg,system
26,Landa Lake,4/30/2008,Vallisneria,1,Comal
9,Old Channel Reach,10/19/2007,Filamentous Algae,NA,Comal
8,Old Channel Reach,10/19/2007,Hygrophila,NA,Comal
1,Old Channel Reach,10/19/2007,Hygrophila,NA,Comal
4,Old Channel Reach,10/19/2007,Hygrophila,NA,Comal
3,Old Channel Reach,10/19/2007,Ludwigia,7,Comal
1,Old Channel Reach,10/19/2007,Ludwigia,7,Comal
0,Landa Lake,10/18/2007,Vallisneria,1,Comal
35,Landa Lake,10/18/2007,Bryophytes,20,Comal
81,Landa Lake,10/18/2007,Bryophytes,20,Comal
65,Landa Lake,10/18/2007,Hygrophila,NA,Comal
31,Landa Lake,10/18/2007,Vallisneria,1,Comal
8,Landa Lake,10/18/2007,Cabomba,7,Comal
1,Landa Lake,10/18/2007,Cabomba,7,Comal
3,Upper Spring Run,10/17/2007,Sagittaria,1,Comal
9,Upper Spring Run,10/17/2007,Sagittaria,1,Comal
5,Upper Spring Run,10/17/2007,Hygrophila,NA,Comal
11,Upper Spring Run,10/17/2007,Hygrophila,NA,Comal
16,Upper Spring Run,10/17/2007,Bryophytes,20,Comal
15,Upper Spring Run,10/17/2007,Bryophytes,20,Comal
50,Landa Lake,10/17/2007,Ludwigia,7,Comal
170,Landa Lake,10/17/2007,Ludwigia,7,Comal
56,Landa Lake,10/17/2007,Hygrophila,NA,Comal
0,Old Channel Reach,5/3/2007,Hygrophila,NA,Comal
0,Old Channel Reach,5/3/2007,Ludwigia,7,Comal
6,Old Channel Reach,5/3/2007,Hygrophila,NA,Comal
7,Old Channel Reach,5/3/2007,Hygrophila,NA,Comal
2,Old Channel Reach,5/3/2007,Ludwigia,7,Comal
5,Old Channel Reach,5/3/2007,Ludwigia,7,Comal
0,Landa Lake,5/2/2007,Ludwigia,7,Comal
0,Landa Lake,5/2/2007,Vallisneria,1,Comal
165,Landa Lake,5/2/2007,Bryophytes,20,Comal
12,Landa Lake,5/2/2007,Ludwigia,7,Comal
39,Landa Lake,5/2/2007,Hygrophila,NA,Comal
30,Landa Lake,5/2/2007,Hygrophila,NA,Comal
7,Landa Lake,5/2/2007,Cabomba,7,Comal
0,Upper Spring Run,5/1/2007,Sagittaria,1,Comal
11,Upper Spring Run,5/1/2007,Sagittaria,1,Comal
45,Upper Spring Run,5/1/2007,Hygrophila,NA,Comal
9,Upper Spring Run,5/1/2007,Hygrophila,NA,Comal
16,Upper Spring Run,5/1/2007,Bryophytes,20,Comal
32,Upper Spring Run,5/1/2007,Bryophytes,20,Comal
57,Landa Lake,5/1/2007,Bryophytes,20,Comal
3,Landa Lake,5/1/2007,Vallisneria,1,Comal
10,Landa Lake,5/1/2007,Cabomba,7,Comal
0,Old Channel Reach,11/17/2006,Filamentous Algae,NA,Comal
0,Old Channel Reach,11/17/2006,Hygrophila,NA,Comal
0,Old Channel Reach,11/17/2006,Hygrophila,NA,Comal
3,Old Channel Reach,11/17/2006,Hygrophila,NA,Comal
2,Old Channel Reach,11/17/2006,Ludwigia,7,Comal
2,Old Channel Reach,11/17/2006,Ludwigia,7,Comal
0,Landa Lake,11/16/2006,Vallisneria,1,Comal
0,Landa Lake,11/16/2006,Vallisneria,1,Comal
2,Landa Lake,11/16/2006,Bryophytes,20,Comal
22,Landa Lake,11/16/2006,Hygrophila,NA,Comal
8,Landa Lake,11/16/2006,Hygrophila,NA,Comal
10,Landa Lake,11/16/2006,Cabomba,7,Comal
15,Landa Lake,11/16/2006,Cabomba,7,Comal
9,Upper Spring Run,11/15/2006,Sagittaria,1,Comal
12,Upper Spring Run,11/15/2006,Sagittaria,1,Comal
6,Upper Spring Run,11/15/2006,Hygrophila,NA,Comal
2,Upper Spring Run,11/15/2006,Hygrophila,NA,Comal
15,Upper Spring Run,11/15/2006,Bryophytes,20,Comal
42,Upper Spring Run,11/15/2006,Bryophytes,20,Comal
39,Landa Lake,11/15/2006,Bryophytes,20,Comal
26,Landa Lake,11/15/2006,Ludwigia,7,Comal
9,Landa Lake,11/15/2006,Ludwigia,7,Comal
3,Old Channel Reach,5/4/2006,Filamentous Algae,NA,Comal
5,Old Channel Reach,5/4/2006,Hygrophila,NA,Comal
5,Old Channel Reach,5/4/2006,Hygrophila,NA,Comal
7,Old Channel Reach,5/4/2006,Hygrophila,NA,Comal
7,Old Channel Reach,5/4/2006,Ludwigia,7,Comal
3,Old Channel Reach,5/4/2006,Ludwigia,7,Comal
0,Landa Lake,5/3/2006,Vallisneria,1,Comal
123,Landa Lake,5/3/2006,Bryophytes,20,Comal
50,Landa Lake,5/3/2006,Ludwigia,7,Comal
58,Landa Lake,5/3/2006,Ludwigia,7,Comal
54,Landa Lake,5/3/2006,Hygrophila,NA,Comal
9,Landa Lake,5/3/2006,Hygrophila,NA,Comal
5,Landa Lake,5/3/2006,Vallisneria,1,Comal
9,Landa Lake,5/3/2006,Cabomba,7,Comal
1,Upper Spring Run,5/2/2006,Sagittaria,1,Comal
6,Upper Spring Run,5/2/2006,Sagittaria,1,Comal
2,Upper Spring Run,5/2/2006,Hygrophila,NA,Comal
16,Upper Spring Run,5/2/2006,Hygrophila,NA,Comal
31,Upper Spring Run,5/2/2006,Bryophytes,20,Comal
15,Upper Spring Run,5/2/2006,Bryophytes,20,Comal
49,Landa Lake,5/2/2006,Bryophytes,20,Comal
12,Landa Lake,5/2/2006,Cabomba,7,Comal
2,Old Channel Reach,10/14/2005,Filamentous Algae,NA,Comal
11,Old Channel Reach,10/14/2005,Hygrophila,NA,Comal
20,Old Channel Reach,10/14/2005,Hygrophila,NA,Comal
15,Old Channel Reach,10/14/2005,Hygrophila,NA,Comal
8,Old Channel Reach,10/14/2005,Ludwigia,7,Comal
10,Old Channel Reach,10/14/2005,Ludwigia,7,Comal
127,Landa Lake,10/13/2005,Bryophytes,20,Comal
8,Landa Lake,10/13/2005,Vallisneria,1,Comal
24,Landa Lake,10/13/2005,Vallisneria,1,Comal
26,Landa Lake,10/13/2005,Cabomba,7,Comal
17,Landa Lake,10/13/2005,Cabomba,7,Comal
0,Upper Spring Run,10/12/2005,Hygrophila,NA,Comal
73,Upper Spring Run,10/12/2005,Sagittaria,1,Comal
16,Upper Spring Run,10/12/2005,Sagittaria,1,Comal
1,Upper Spring Run,10/12/2005,Hygrophila,NA,Comal
14,Upper Spring Run,10/12/2005,Bryophytes,20,Comal
6,Upper Spring Run,10/12/2005,Bryophytes,20,Comal
98,Landa Lake,10/12/2005,Bryophytes,20,Comal
23,Landa Lake,10/12/2005,Ludwigia,7,Comal
49,Landa Lake,10/12/2005,Ludwigia,7,Comal
26,Landa Lake,10/12/2005,Hygrophila,NA,Comal
13,Landa Lake,10/12/2005,Hygrophila,NA,Comal
3,Old Channel Reach,4/22/2005,Filamentous Algae,NA,Comal
10,Old Channel Reach,4/22/2005,Filamentous Algae,NA,Comal
7,Old Channel Reach,4/22/2005,Hygrophila,NA,Comal
2,Old Channel Reach,4/22/2005,Hygrophila,NA,Comal
4,Old Channel Reach,4/22/2005,Ludwigia,7,Comal
2,Old Channel Reach,4/22/2005,Ludwigia,7,Comal
0,Landa Lake,4/21/2005,Vallisneria,1,Comal
41,Landa Lake,4/21/2005,Bryophytes,20,Comal
41,Landa Lake,4/21/2005,Bryophytes,20,Comal
25,Landa Lake,4/21/2005,Hygrophila,NA,Comal
11,Landa Lake,4/21/2005,Hygrophila,NA,Comal
6,Landa Lake,4/21/2005,Vallisneria,1,Comal
0,Upper Spring Run,4/20/2005,Hygrophila,NA,Comal
2,Upper Spring Run,4/20/2005,Sagittaria,1,Comal
7,Upper Spring Run,4/20/2005,Sagittaria,1,Comal
1,Upper Spring Run,4/20/2005,Hygrophila,NA,Comal
1,Upper Spring Run,4/20/2005,Bryophytes,20,Comal
32,Upper Spring Run,4/20/2005,Bryophytes,20,Comal
21,Landa Lake,4/20/2005,Ludwigia,7,Comal
16,Landa Lake,4/20/2005,Ludwigia,7,Comal
2,Landa Lake,4/20/2005,Cabomba,7,Comal
12,Landa Lake,4/20/2005,Cabomba,7,Comal
0,Old Channel Reach,10/29/2004,Hygrophila,NA,Comal
24,Old Channel Reach,10/29/2004,Filamentous Algae,NA,Comal
5,Old Channel Reach,10/29/2004,Hygrophila,NA,Comal
7,Old Channel Reach,10/29/2004,Ludwigia,7,Comal
1,Old Channel Reach,10/29/2004,Ludwigia,7,Comal
0,Landa Lake,10/28/2004,Vallisneria,1,Comal
24,Landa Lake,10/28/2004,Bryophytes,20,Comal
13,Landa Lake,10/28/2004,Bryophytes,20,Comal
17,Landa Lake,10/28/2004,Vallisneria,1,Comal
2,Landa Lake,10/28/2004,Cabomba,7,Comal
5,Landa Lake,10/28/2004,Cabomba,7,Comal
52,Upper Spring Run,10/27/2004,Sagittaria,1,Comal
18,Upper Spring Run,10/27/2004,Sagittaria,1,Comal
2,Upper Spring Run,10/27/2004,Hygrophila,NA,Comal
9,Upper Spring Run,10/27/2004,Hygrophila,NA,Comal
12,Upper Spring Run,10/27/2004,Bryophytes,20,Comal
34,Upper Spring Run,10/27/2004,Bryophytes,20,Comal
4,Landa Lake,10/27/2004,Ludwigia,7,Comal
27,Landa Lake,10/27/2004,Ludwigia,7,Comal
14,Landa Lake,10/27/2004,Hygrophila,NA,Comal
9,Landa Lake,10/27/2004,Hygrophila,NA,Comal
30,Old Channel Reach,8/13/2004,Filamentous Algae,NA,Comal
26,Old Channel Reach,8/13/2004,Filamentous Algae,NA,Comal
8,Old Channel Reach,8/13/2004,Hygrophila,NA,Comal
7,Old Channel Reach,8/13/2004,Hygrophila,NA,Comal
2,Old Channel Reach,8/13/2004,Ludwigia,7,Comal
11,Old Channel Reach,8/13/2004,Ludwigia,7,Comal
58,Landa Lake,8/12/2004,Bryophytes,20,Comal
45,Landa Lake,8/12/2004,Bryophytes,20,Comal
23,Landa Lake,8/12/2004,Ludwigia,7,Comal
42,Landa Lake,8/12/2004,Hygrophila,NA,Comal
35,Landa Lake,8/12/2004,Hygrophila,NA,Comal
2,Landa Lake,8/12/2004,Vallisneria,1,Comal
39,Landa Lake,8/12/2004,Vallisneria,1,Comal
10,Landa Lake,8/12/2004,Cabomba,7,Comal
21,Landa Lake,8/12/2004,Cabomba,7,Comal
71,Upper Spring Run,8/11/2004,Sagittaria,1,Comal
42,Upper Spring Run,8/11/2004,Sagittaria,1,Comal
24,Upper Spring Run,8/11/2004,Hygrophila,NA,Comal
19,Upper Spring Run,8/11/2004,Hygrophila,NA,Comal
41,Upper Spring Run,8/11/2004,Bryophytes,20,Comal
3,Upper Spring Run,8/11/2004,Bryophytes,20,Comal
85,Landa Lake,8/11/2004,Ludwigia,7,Comal
0,Old Channel Reach,4/28/2004,Hygrophila,NA,Comal
21,Old Channel Reach,4/28/2004,Ceratopteris,NA,Comal
4,Old Channel Reach,4/28/2004,Ceratopteris,NA,Comal
17,Old Channel Reach,4/28/2004,Hygrophila,NA,Comal
3,Old Channel Reach,4/28/2004,Ludwigia,7,Comal
9,Old Channel Reach,4/28/2004,Ludwigia,7,Comal
40,Landa Lake,4/27/2004,Bryophytes,20,Comal
24,Landa Lake,4/27/2004,Bryophytes,20,Comal
6,Landa Lake,4/27/2004,Vallisneria,1,Comal
19,Landa Lake,4/27/2004,Vallisneria,1,Comal
42,Landa Lake,4/27/2004,Cabomba,7,Comal
11,Landa Lake,4/27/2004,Cabomba,7,Comal
31,Upper New Channel Reach,4/27/2004,Hygrophila,NA,Comal
21,Upper New Channel Reach,4/27/2004,Hygrophila,NA,Comal
13,Upper Spring Run,4/26/2004,Sagittaria,1,Comal
6,Upper Spring Run,4/26/2004,Sagittaria,1,Comal
8,Upper Spring Run,4/26/2004,Hygrophila,NA,Comal
8,Upper Spring Run,4/26/2004,Hygrophila,NA,Comal
30,Upper Spring Run,4/26/2004,Bryophytes,20,Comal
15,Upper Spring Run,4/26/2004,Bryophytes,20,Comal
18,Landa Lake,4/26/2004,Ludwigia,7,Comal
34,Landa Lake,4/26/2004,Ludwigia,7,Comal
49,Landa Lake,4/26/2004,Hygrophila,NA,Comal
36,Landa Lake,4/26/2004,Hygrophila,NA,Comal
0,Old Channel Reach,11/12/2003,Open,NA,Comal
0,Old Channel Reach,11/12/2003,Open,NA,Comal
2,Landa Lake,11/12/2003,Vallisneria,1,Comal
4,Upper New Channel Reach,11/12/2003,Hygrophila,NA,Comal
1,Upper New Channel Reach,11/12/2003,Hygrophila,NA,Comal
6,Old Channel Reach,11/12/2003,Ceratopteris,NA,Comal
2,Old Channel Reach,11/12/2003,Ceratopteris,NA,Comal
2,Old Channel Reach,11/12/2003,Filamentous Algae,NA,Comal
15,Old Channel Reach,11/12/2003,Filamentous Algae,NA,Comal
111,Landa Lake,11/11/2003,Bryophytes,20,Comal
92,Landa Lake,11/11/2003,Bryophytes,20,Comal
53,Landa Lake,11/11/2003,Ludwigia,7,Comal
87,Landa Lake,11/11/2003,Ludwigia,7,Comal
19,Landa Lake,11/11/2003,Vallisneria,1,Comal
44,Landa Lake,11/11/2003,Cabomba,7,Comal
17,Landa Lake,11/11/2003,Cabomba,7,Comal
0,Upper Spring Run,11/10/2003,Hygrophila,NA,Comal
35,Upper Spring Run,11/10/2003,Sagittaria,1,Comal
15,Upper Spring Run,11/10/2003,Sagittaria,1,Comal
10,Upper Spring Run,11/10/2003,Hygrophila,NA,Comal
30,Upper Spring Run,11/10/2003,Bryophytes,20,Comal
67,Upper Spring Run,11/10/2003,Bryophytes,20,Comal
77,Landa Lake,11/10/2003,Hygrophila,NA,Comal
60,Landa Lake,11/10/2003,Hygrophila,NA,Comal
0,Old Channel Reach,8/20/2003,Ceratopteris,NA,Comal
0,Old Channel Reach,8/20/2003,Open,NA,Comal
0,Old Channel Reach,8/20/2003,Open,NA,Comal
19,Landa Lake,8/20/2003,Bryophytes,20,Comal
16,Landa Lake,8/20/2003,Cabomba,7,Comal
7,Upper New Channel Reach,8/20/2003,Hygrophila,NA,Comal
11,Upper New Channel Reach,8/20/2003,Hygrophila,NA,Comal
6,Old Channel Reach,8/20/2003,Ceratopteris,NA,Comal
74,Old Channel Reach,8/20/2003,Filamentous Algae,NA,Comal
67,Old Channel Reach,8/20/2003,Filamentous Algae,NA,Comal
76,Landa Lake,8/19/2003,Ludwigia,7,Comal
52,Landa Lake,8/19/2003,Ludwigia,7,Comal
48,Landa Lake,8/19/2003,Hygrophila,NA,Comal
29,Landa Lake,8/19/2003,Hygrophila,NA,Comal
116,Landa Lake,8/19/2003,Vallisneria,1,Comal
17,Landa Lake,8/19/2003,Vallisneria,1,Comal
70,Landa Lake,8/19/2003,Cabomba,7,Comal
0,Upper Spring Run,8/18/2003,Sagittaria,1,Comal
33,Upper Spring Run,8/18/2003,Sagittaria,1,Comal
2,Upper Spring Run,8/18/2003,Hygrophila,NA,Comal
34,Upper Spring Run,8/18/2003,Hygrophila,NA,Comal
41,Upper Spring Run,8/18/2003,Bryophytes,20,Comal
96,Upper Spring Run,8/18/2003,Bryophytes,20,Comal
105,Landa Lake,8/18/2003,Bryophytes,20,Comal
0,Old Channel Reach,4/23/2003,Open,NA,Comal
0,Old Channel Reach,4/23/2003,Open,NA,Comal
29,Landa Lake,4/23/2003,Bryophytes,20,Comal
35,Landa Lake,4/23/2003,Cabomba,7,Comal
13,Old Channel Reach,4/23/2003,Ceratopteris,NA,Comal
10,Old Channel Reach,4/23/2003,Ceratopteris,NA,Comal
17,Old Channel Reach,4/23/2003,Filamentous Algae,NA,Comal
21,Old Channel Reach,4/23/2003,Filamentous Algae,NA,Comal
51,Landa Lake,4/22/2003,Bryophytes,20,Comal
27,Landa Lake,4/22/2003,Ludwigia,7,Comal
46,Landa Lake,4/22/2003,Ludwigia,7,Comal
16,Landa Lake,4/22/2003,Hygrophila,NA,Comal
2,Landa Lake,4/22/2003,Vallisneria,1,Comal
3,Landa Lake,4/22/2003,Vallisneria,1,Comal
78,Landa Lake,4/22/2003,Cabomba,7,Comal
24,Upper New Channel Reach,4/22/2003,Hygrophila,NA,Comal
39,Upper New Channel Reach,4/22/2003,Hygrophila,NA,Comal
21,Upper Spring Run,4/21/2003,Sagittaria,1,Comal
8,Upper Spring Run,4/21/2003,Sagittaria,1,Comal
29,Upper Spring Run,4/21/2003,Hygrophila,NA,Comal
12,Upper Spring Run,4/21/2003,Hygrophila,NA,Comal
28,Upper Spring Run,4/21/2003,Bryophytes,20,Comal
36,Upper Spring Run,4/21/2003,Bryophytes,20,Comal
32,Landa Lake,4/21/2003,Hygrophila,NA,Comal
0,Old Channel Reach,11/21/2002,Open,NA,Comal
2,Upper New Channel Reach,11/21/2002,Hygrophila,NA,Comal
1,Upper New Channel Reach,11/21/2002,Hygrophila,NA,Comal
5,Old Channel Reach,11/21/2002,Ceratopteris,NA,Comal
4,Old Channel Reach,11/21/2002,Ceratopteris,NA,Comal
85,Old Channel Reach,11/21/2002,Filamentous Algae,NA,Comal
22,Old Channel Reach,11/21/2002,Filamentous Algae,NA,Comal
1,Old Channel Reach,11/21/2002,Open,NA,Comal
20,Landa Lake,11/20/2002,Bryophytes,20,Comal
33,Landa Lake,11/20/2002,Bryophytes,20,Comal
21,Landa Lake,11/20/2002,Ludwigia,7,Comal
27,Landa Lake,11/20/2002,Ludwigia,7,Comal
15,Landa Lake,11/20/2002,Hygrophila,NA,Comal
10,Landa Lake,11/20/2002,Hygrophila,NA,Comal
9,Landa Lake,11/20/2002,Vallisneria,1,Comal
1,Landa Lake,11/20/2002,Vallisneria,1,Comal
69,Landa Lake,11/20/2002,Cabomba,7,Comal
85,Landa Lake,11/20/2002,Cabomba,7,Comal
0,Upper Spring Run,11/19/2002,Sagittaria,1,Comal
0,Upper Spring Run,11/19/2002,Sagittaria,1,Comal
3,Upper Spring Run,11/19/2002,Hygrophila,NA,Comal
10,Upper Spring Run,11/19/2002,Hygrophila,NA,Comal
14,Upper Spring Run,11/19/2002,Bryophytes,20,Comal
16,Upper Spring Run,11/19/2002,Bryophytes,20,Comal
0,Old Channel Reach,8/8/2002,Open,NA,Comal
4,Upper New Channel Reach,8/8/2002,Hygrophila,NA,Comal
7,Upper New Channel Reach,8/8/2002,Hygrophila,NA,Comal
9,Upper New Channel Reach,8/8/2002,Hygrophila,NA,Comal
22,Old Channel Reach,8/8/2002,Ceratopteris,NA,Comal
3,Old Channel Reach,8/8/2002,Ceratopteris,NA,Comal
55,Old Channel Reach,8/8/2002,Filamentous Algae,NA,Comal
55,Old Channel Reach,8/8/2002,Filamentous Algae,NA,Comal
1,Old Channel Reach,8/8/2002,Open,NA,Comal
0,Landa Lake,8/7/2002,Vallisneria,1,Comal
134,Landa Lake,8/7/2002,Bryophytes,20,Comal
49,Landa Lake,8/7/2002,Bryophytes,20,Comal
41,Landa Lake,8/7/2002,Hygrophila,NA,Comal
76,Landa Lake,8/7/2002,Hygrophila,NA,Comal
9,Landa Lake,8/7/2002,Cabomba,7,Comal
21,Landa Lake,8/7/2002,Cabomba,7,Comal
0,Upper Spring Run,8/6/2002,Bryophytes,20,Comal
4,Upper Spring Run,8/6/2002,Sagittaria,1,Comal
21,Upper Spring Run,8/6/2002,Sagittaria,1,Comal
11,Upper Spring Run,8/6/2002,Hygrophila,NA,Comal
2,Upper Spring Run,8/6/2002,Hygrophila,NA,Comal
3,Upper Spring Run,8/6/2002,Bryophytes,20,Comal
31,Landa Lake,8/6/2002,Ludwigia,7,Comal
51,Landa Lake,8/6/2002,Ludwigia,7,Comal
18,Landa Lake,8/6/2002,Vallisneria,1,Comal
0,Old Channel Reach,5/22/2002,Open,NA,Comal
0,Old Channel Reach,5/22/2002,Open,NA,Comal
8,Upper New Channel Reach,5/22/2002,Hygrophila,NA,Comal
12,Upper New Channel Reach,5/22/2002,Hygrophila,NA,Comal
27,Upper New Channel Reach,5/22/2002,Hygrophila,NA,Comal
6,Old Channel Reach,5/22/2002,Ceratopteris,NA,Comal
35,Old Channel Reach,5/22/2002,Ceratopteris,NA,Comal
152,Old Channel Reach,5/22/2002,Filamentous Algae,NA,Comal
210,Old Channel Reach,5/22/2002,Filamentous Algae,NA,Comal
0,Landa Lake,5/21/2002,Vallisneria,1,Comal
91,Landa Lake,5/21/2002,Bryophytes,20,Comal
29,Landa Lake,5/21/2002,Bryophytes,20,Comal
22,Landa Lake,5/21/2002,Ludwigia,7,Comal
35,Landa Lake,5/21/2002,Ludwigia,7,Comal
1,Landa Lake,5/21/2002,Vallisneria,1,Comal
12,Landa Lake,5/21/2002,Cabomba,7,Comal
2,Landa Lake,5/21/2002,Cabomba,7,Comal
0,Upper Spring Run,5/20/2002,Sagittaria,1,Comal
0,Upper Spring Run,5/20/2002,Sagittaria,1,Comal
0,Upper Spring Run,5/20/2002,Hygrophila,NA,Comal
7,Upper Spring Run,5/20/2002,Hygrophila,NA,Comal
84,Upper Spring Run,5/20/2002,Bryophytes,20,Comal
19,Upper Spring Run,5/20/2002,Bryophytes,20,Comal
22,Landa Lake,5/20/2002,Hygrophila,NA,Comal
33,Landa Lake,5/20/2002,Hygrophila,NA,Comal
0,Upper New Channel Reach,2/28/2002,Hygrophila,NA,Comal
10,Upper New Channel Reach,2/28/2002,Hygrophila,NA,Comal
13,Upper New Channel Reach,2/28/2002,Hygrophila,NA,Comal
0,Old Channel Reach,2/27/2002,Ceratopteris,NA,Comal
0,Old Channel Reach,2/27/2002,Open,NA,Comal
7,Landa Lake,2/27/2002,Ludwigia,7,Comal
14,Landa Lake,2/27/2002,Ludwigia,7,Comal
1,Landa Lake,2/27/2002,Hygrophila,NA,Comal
23,Landa Lake,2/27/2002,Hygrophila,NA,Comal
1,Landa Lake,2/27/2002,Vallisneria,1,Comal
1,Old Channel Reach,2/27/2002,Ceratopteris,NA,Comal
19,Old Channel Reach,2/27/2002,Filamentous Algae,NA,Comal
118,Old Channel Reach,2/27/2002,Filamentous Algae,NA,Comal
6,Old Channel Reach,2/27/2002,Open,NA,Comal
0,Upper Spring Run,2/25/2002,Sagittaria,1,Comal
0,Upper Spring Run,2/25/2002,Sagittaria,1,Comal
0,Upper Spring Run,2/25/2002,Hygrophila,NA,Comal
2,Upper Spring Run,2/25/2002,Hygrophila,NA,Comal
13,Upper Spring Run,2/25/2002,Bryophytes,20,Comal
14,Upper Spring Run,2/25/2002,Bryophytes,20,Comal
23,Landa Lake,2/25/2002,Bryophytes,20,Comal
16,Landa Lake,2/25/2002,Bryophytes,20,Comal
5,Landa Lake,2/25/2002,Vallisneria,1,Comal
14,Landa Lake,2/25/2002,Cabomba,7,Comal
28,Landa Lake,2/25/2002,Cabomba,7,Comal
0,Old Channel Reach,11/29/2001,Ceratopteris,NA,Comal
0,Old Channel Reach,11/29/2001,Open,NA,Comal
0,Old Channel Reach,11/29/2001,Open,NA,Comal
4,Upper New Channel Reach,11/29/2001,Hygrophila,NA,Comal
3,Upper New Channel Reach,11/29/2001,Hygrophila,NA,Comal
1,Upper New Channel Reach,11/29/2001,Hygrophila,NA,Comal
10,Old Channel Reach,11/29/2001,Ceratopteris,NA,Comal
53,Old Channel Reach,11/29/2001,Filamentous Algae,NA,Comal
54,Old Channel Reach,11/29/2001,Filamentous Algae,NA,Comal
0,Landa Lake,11/28/2001,Vallisneria,1,Comal
0,Landa Lake,11/28/2001,Cabomba,7,Comal
59,Landa Lake,11/28/2001,Bryophytes,20,Comal
46,Landa Lake,11/28/2001,Bryophytes,20,Comal
1,Landa Lake,11/28/2001,Vallisneria,1,Comal
23,Landa Lake,11/28/2001,Cabomba,7,Comal
0,Upper Spring Run,11/27/2001,Sagittaria,1,Comal
0,Upper Spring Run,11/27/2001,Sagittaria,1,Comal
0,Upper Spring Run,11/27/2001,Hygrophila,NA,Comal
1,Upper Spring Run,11/27/2001,Hygrophila,NA,Comal
3,Upper Spring Run,11/27/2001,Bryophytes,20,Comal
6,Upper Spring Run,11/27/2001,Bryophytes,20,Comal
34,Landa Lake,11/27/2001,Ludwigia,7,Comal
7,Landa Lake,11/27/2001,Ludwigia,7,Comal
30,Landa Lake,11/27/2001,Hygrophila,NA,Comal
4,Landa Lake,11/27/2001,Hygrophila,NA,Comal
0,Old Channel Reach,11/7/2001,Open,NA,Comal
2,Old Channel Reach,11/7/2001,Ceratopteris,NA,Comal
4,Old Channel Reach,11/7/2001,Ceratopteris,NA,Comal
27,Old Channel Reach,11/7/2001,Filamentous Algae,NA,Comal
9,Old Channel Reach,11/7/2001,Filamentous Algae,NA,Comal
16,Old Channel Reach,11/7/2001,Open,NA,Comal
56,Landa Lake,11/6/2001,Bryophytes,20,Comal
89,Landa Lake,11/6/2001,Bryophytes,20,Comal
3,Landa Lake,11/6/2001,Vallisneria,1,Comal
2,Landa Lake,11/6/2001,Cabomba,7,Comal
5,Upper New Channel Reach,11/6/2001,Hygrophila,NA,Comal
7,Upper New Channel Reach,11/6/2001,Hygrophila,NA,Comal
1,Upper New Channel Reach,11/6/2001,Hygrophila,NA,Comal
0,Upper Spring Run,11/5/2001,Sagittaria,1,Comal
0,Upper Spring Run,11/5/2001,Sagittaria,1,Comal
0,Upper Spring Run,11/5/2001,Hygrophila,NA,Comal
2,Upper Spring Run,11/5/2001,Hygrophila,NA,Comal
3,Upper Spring Run,11/5/2001,Bryophytes,20,Comal
1,Upper Spring Run,11/5/2001,Bryophytes,20,Comal
21,Landa Lake,11/5/2001,Ludwigia,7,Comal
21,Landa Lake,11/5/2001,Ludwigia,7,Comal
10,Landa Lake,11/5/2001,Hygrophila,NA,Comal
13,Landa Lake,11/5/2001,Hygrophila,NA,Comal
1,Landa Lake,11/5/2001,Vallisneria,1,Comal
5,Landa Lake,11/5/2001,Cabomba,7,Comal
0,Old Channel Reach,10/3/2001,Ceratopteris,NA,Comal
0,Old Channel Reach,10/3/2001,Open,NA,Comal
1,Old Channel Reach,10/3/2001,Ceratopteris,NA,Comal
59,Old Channel Reach,10/3/2001,Filamentous Algae,NA,Comal
18,Old Channel Reach,10/3/2001,Filamentous Algae,NA,Comal
6,Old Channel Reach,10/3/2001,Open,NA,Comal
61,Landa Lake,10/2/2001,Bryophytes,20,Comal
43,Landa Lake,10/2/2001,Bryophytes,20,Comal
24,Landa Lake,10/2/2001,Ludwigia,7,Comal
16,Landa Lake,10/2/2001,Ludwigia,7,Comal
16,Landa Lake,10/2/2001,Vallisneria,1,Comal
1,Landa Lake,10/2/2001,Vallisneria,1,Comal
17,Landa Lake,10/2/2001,Cabomba,7,Comal
8,Landa Lake,10/2/2001,Cabomba,7,Comal
2,Upper New Channel Reach,10/2/2001,Hygrophila,NA,Comal
4,Upper New Channel Reach,10/2/2001,Hygrophila,NA,Comal
1,Upper New Channel Reach,10/2/2001,Hygrophila,NA,Comal
0,Upper Spring Run,10/1/2001,Sagittaria,1,Comal
0,Upper Spring Run,10/1/2001,Sagittaria,1,Comal
0,Upper Spring Run,10/1/2001,Hygrophila,NA,Comal
0,Upper Spring Run,10/1/2001,Hygrophila,NA,Comal
0,Upper Spring Run,10/1/2001,Bryophytes,20,Comal
1,Upper Spring Run,10/1/2001,Bryophytes,20,Comal
19,Landa Lake,10/1/2001,Hygrophila,NA,Comal
21,Landa Lake,10/1/2001,Hygrophila,NA,Comal
0,Upper New Channel Reach,8/29/2001,Hygrophila,NA,Comal
0,Old Channel Reach,8/29/2001,Open,NA,Comal
17,Upper New Channel Reach,8/29/2001,Hygrophila,NA,Comal
8,Upper New Channel Reach,8/29/2001,Hygrophila,NA,Comal
4,Old Channel Reach,8/29/2001,Ceratopteris,NA,Comal
1,Old Channel Reach,8/29/2001,Ceratopteris,NA,Comal
8,Old Channel Reach,8/29/2001,Filamentous Algae,NA,Comal
93,Old Channel Reach,8/29/2001,Filamentous Algae,NA,Comal
2,Old Channel Reach,8/29/2001,Open,NA,Comal
